,Name,Pos,League,Age,90s,TklAtt,TklWon,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Press,Succ,Pres%,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,ShotBlocked,ShSv,Pass,Int,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersWon%,Tkl_Percentage%,TklWon/90,Succ/90,Blocks/90,Int/90,PassCmp/90,HeadersWon/90,HeadersAtt
2237,Andrea Schiavone,MF,Serie A,28.0,6.3,12,7,4,8,0,8,25,32.0,17,136,28,20.6,37,80,19,16,3,0,13,12,24,14,0,1,2,1,50.0,0.32,0.16,0.5,1.0,10.5,0,0,0,0.3,0.3,0.13,0.7,0.7,14,2.21,5,9,0,0,0,0,0,0.0,0,0,0,0,0,0,203,243,83.5,4265,1404,75,85,88.2,84,89,94.4,40,62,64.5,0,0.6,-0.6,10,19,4,0,17,43,5,4,55.6,58.3,1.1,4.4,2.5,1.9,32.2,0.8,9
2238,Patrik Schick,FW,Bundesliga,25.0,23.1,5,2,1,3,1,1,7,14.3,6,257,60,23.3,11,105,141,12,3,0,9,5,10,27,0,24,88,42,47.7,3.82,1.82,0.26,0.55,12.6,2,1,2,17.8,16.3,0.19,6.2,6.7,49,2.12,31,0,5,10,3,0,16,0.69,10,0,3,1,2,0,292,410,71.2,4403,736,174,229,76.0,89,118,75.4,23,32,71.9,3,2.4,0.6,15,12,10,0,21,62,64,86,42.7,40.0,0.1,2.6,0.5,0.2,12.6,2.8,150
2239,Kingsley Schindler,DFMF,Bundesliga,28.0,3.9,3,2,0,1,2,2,10,20.0,8,65,17,26.2,22,27,16,4,1,0,3,7,10,8,0,1,3,1,33.3,0.77,0.26,0.33,1.0,16.0,0,0,0,0.5,0.5,0.17,0.5,0.5,10,2.58,7,1,0,1,1,0,3,0.77,2,1,0,0,0,0,104,191,54.5,1984,875,38,53,71.7,51,76,67.1,14,48,29.2,2,1.1,0.9,5,12,8,6,22,46,11,7,61.1,66.7,0.5,4.4,1.0,1.8,26.7,2.8,18
2240,Xaver Schlager,MF,Bundesliga,23.0,11.6,40,31,20,17,3,13,43,30.2,30,311,102,32.8,106,157,48,27,3,0,24,18,58,18,0,0,11,1,9.1,0.95,0.09,0.0,0.0,20.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,13,1.13,12,0,0,1,0,0,2,0.17,2,0,0,0,0,0,349,452,77.2,6556,1771,138,180,76.7,161,185,87.0,45,70,64.3,1,0.5,0.5,4,43,6,1,46,131,16,16,50.0,77.5,2.7,8.8,2.3,1.6,30.1,1.4,32
2241,Keven Schlotterbeck,DF,Bundesliga,24.0,3.5,12,3,7,5,0,4,5,80.0,1,46,16,34.8,22,22,2,7,5,0,2,12,24,25,1,0,1,0,0.0,0.29,0.0,0.0,0.0,14.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2,0.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,94,114,82.5,2226,606,19,24,79.2,49,53,92.5,26,35,74.3,0,0.0,0.0,1,6,1,0,3,32,11,4,73.3,25.0,0.9,4.6,2.0,3.4,26.9,3.1,15
2242,Nico Schlotterbeck,DF,Bundesliga,21.0,30.9,78,53,39,33,6,29,50,58.0,21,301,122,40.5,159,121,21,65,34,2,31,80,158,171,2,4,37,18,48.6,1.2,0.58,0.11,0.22,12.2,0,0,0,3.9,3.9,0.11,0.1,0.1,52,1.68,36,0,3,5,6,2,3,0.1,2,0,0,1,0,0,1410,1725,81.7,31645,11379,415,476,87.2,699,768,91.0,282,437,64.5,1,1.5,-0.5,12,137,17,1,140,385,129,45,74.1,67.9,1.7,3.9,2.1,2.6,45.6,4.2,174
2243,Jeffrey Schlupp,MFFW,Premier League,28.0,20.6,49,23,18,23,8,14,40,35.0,26,384,122,31.8,112,196,76,50,10,0,40,25,74,33,0,4,33,9,27.3,1.6,0.44,0.12,0.44,13.4,0,0,0,3.1,3.1,0.09,0.9,0.9,41,1.99,31,0,4,3,3,0,5,0.24,2,0,1,0,2,0,506,667,75.9,9091,2347,217,264,82.2,227,290,78.3,52,79,65.8,1,1.8,-0.8,19,43,10,2,49,181,41,35,53.9,46.9,1.1,5.9,2.4,1.2,24.6,2.0,76
2244,Jonathan Schmid,DF,Bundesliga,31.0,6.5,13,7,3,4,6,7,14,50.0,7,65,26,40.0,23,27,15,11,1,0,10,7,20,12,0,0,5,1,20.0,0.77,0.15,0.0,0.0,22.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1,18,2.76,10,3,1,1,1,2,1,0.15,0,0,1,0,0,0,252,327,77.1,4703,1966,104,119,87.4,102,133,76.7,35,51,68.6,1,0.6,0.4,9,25,5,1,28,64,11,8,57.9,53.8,1.1,4.0,1.7,1.1,38.8,1.7,19
2245,Benno Schmitz,DF,Bundesliga,26.0,26.9,70,41,30,27,13,44,92,47.8,48,431,151,35.0,179,162,90,49,9,1,40,53,123,50,0,0,12,3,25.0,0.45,0.11,0.0,0.0,21.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,65,2.42,56,6,0,2,0,1,10,0.37,8,1,0,1,0,0,1163,1646,70.7,23143,12925,417,496,84.1,563,745,75.6,175,351,49.9,5,4.3,0.7,38,117,48,24,188,261,42,57,42.4,58.6,1.5,5.6,1.8,2.0,43.2,1.6,99
2246,David Schnegg,DF,Serie A,22.0,1.6,3,1,1,1,1,1,2,50.0,1,23,6,26.1,10,8,5,7,0,0,7,3,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,1.9,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,61,85,71.8,1281,604,27,30,90.0,22,31,71.0,12,24,50.0,0,0.0,0.0,1,3,1,0,5,13,2,5,28.6,33.3,0.6,3.8,4.4,1.9,38.1,1.2,7
2247,Morgan Schneiderlin,MF,Ligue 1,31.0,7.2,18,11,8,9,1,4,13,30.8,9,139,45,32.4,44,83,12,12,3,0,9,22,40,11,0,0,2,0,0.0,0.28,0.0,0.0,0.0,11.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2,11,1.53,9,1,1,0,0,0,2,0.28,2,0,0,0,0,0,343,405,84.7,6146,1668,160,176,90.9,144,169,85.2,35,50,70.0,1,0.3,0.7,4,26,3,1,31,82,11,11,50.0,61.1,1.5,6.2,1.7,3.1,47.6,1.5,22
2248,Alessandro Schöpf,MF,Bundesliga,27.0,26.6,44,24,20,20,4,18,33,54.5,15,533,151,28.3,138,271,124,39,5,0,34,42,86,23,0,1,35,9,25.7,1.31,0.34,0.03,0.11,20.3,2,0,0,2.4,2.4,0.07,-1.4,-1.4,87,3.27,59,12,3,4,8,1,4,0.15,3,0,0,0,1,0,820,1058,77.5,13677,3627,407,502,81.1,300,365,82.2,82,128,64.1,0,2.7,-2.7,43,65,27,7,88,322,32,42,43.2,54.5,0.9,5.7,1.5,1.6,30.8,1.2,74
2249,Jerdy Schouten,MF,Serie A,24.0,15.5,31,18,13,13,5,6,20,30.0,14,251,93,37.1,110,114,27,32,7,0,25,41,72,30,0,1,6,1,16.7,0.39,0.06,0.17,1.0,22.7,0,0,0,0.2,0.2,0.03,0.8,0.8,36,2.33,32,0,1,0,2,1,4,0.26,3,0,1,0,0,0,675,801,84.3,12089,3729,299,337,88.7,293,347,84.4,70,85,82.4,1,0.6,0.4,13,75,13,0,73,179,30,24,55.6,58.1,1.2,6.0,2.1,2.6,43.5,1.9,54
2250,Nico Schulz,DF,Bundesliga,28.0,9.3,26,18,9,11,6,7,15,46.7,8,110,43,39.1,33,43,34,16,1,0,15,20,46,9,0,0,3,2,66.7,0.32,0.22,0.0,0.0,14.8,0,0,0,0.3,0.3,0.1,-0.3,-0.3,13,1.4,10,1,0,0,0,2,3,0.32,3,0,0,0,0,0,554,667,83.1,9438,3528,243,274,88.7,257,301,85.4,42,62,67.7,2,0.9,1.1,5,32,9,2,50,99,12,7,63.2,69.2,1.9,4.6,1.7,2.2,59.6,1.3,19
2251,Valentino Scotta,DF,La Liga,19.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,inf,,,0
2252,Demba Seck,FWMF,Serie A,20.0,1.6,2,2,0,2,0,0,0,0.0,0,26,10,38.5,5,12,9,2,0,0,2,0,2,0,0,0,4,3,75.0,2.47,1.85,0.0,0.0,16.7,0,0,0,0.6,0.6,0.15,-0.6,-0.6,4,2.47,2,0,1,0,0,1,0,0.0,0,0,0,0,0,0,36,44,81.8,529,79,22,28,78.6,12,14,85.7,1,1,100.0,0,0.0,0.0,0,1,2,0,2,9,2,4,33.3,100.0,1.2,6.2,1.2,0.0,22.5,1.2,6
2253,Aleksandar Sedlar,DFMF,La Liga,29.0,4.5,4,3,4,0,0,2,4,50.0,2,33,10,30.3,18,15,0,7,5,0,2,6,10,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.45,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,138,170,81.2,3024,1070,34,40,85.0,75,86,87.2,27,38,71.1,0,0.0,0.0,2,6,0,0,10,50,12,8,60.0,75.0,0.7,2.2,1.6,1.3,30.7,2.7,20
2254,Paul Seguin,MF,Bundesliga,26.0,23.4,53,32,15,29,9,26,58,44.8,32,404,133,32.9,120,210,74,40,4,0,36,40,93,28,0,0,11,2,18.2,0.47,0.09,0.0,0.0,22.0,2,0,0,0.4,0.4,0.04,-0.4,-0.4,49,2.09,36,5,1,2,4,1,6,0.26,5,0,0,0,1,0,854,1104,77.4,14984,4763,402,459,87.6,333,405,82.2,96,172,55.8,3,1.9,1.1,21,92,18,6,116,241,40,27,59.7,60.4,1.4,5.7,1.7,1.7,36.5,1.7,67
2255,Alidu Seidu,DF,Ligue 1,21.0,15.7,34,25,27,6,1,13,26,50.0,13,175,54,30.9,101,54,20,35,13,0,22,58,92,39,0,0,9,1,11.1,0.57,0.06,0.0,0.0,21.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,13,0.83,9,0,2,0,1,1,0,0.0,0,0,0,0,0,0,584,665,87.8,10793,2888,267,296,90.2,238,262,90.8,74,100,74.0,0,0.3,-0.3,6,19,0,0,21,165,24,14,63.2,73.5,1.6,3.4,2.2,3.7,37.2,1.5,38
2256,Davie Selke,FW,Bundesliga,26.0,11.2,7,6,1,5,1,1,8,12.5,7,232,74,31.9,18,125,89,14,1,0,13,2,9,10,0,4,23,9,39.1,2.06,0.81,0.13,0.33,12.8,0,1,1,3.1,2.4,0.1,0.9,0.6,18,1.61,16,0,1,1,0,0,1,0.09,1,0,0,0,0,0,140,235,59.6,1904,311,86,133,64.7,43,72,59.7,7,13,53.8,0,0.6,-0.6,9,5,4,2,8,36,83,65,56.1,85.7,0.5,6.6,1.2,0.2,12.5,7.4,148
2257,Ken Sema,MFFW,Premier League,27.0,9.5,12,8,10,2,0,5,20,25.0,15,194,43,22.2,71,96,27,15,1,0,14,9,21,18,0,0,3,1,33.3,0.32,0.11,0.0,0.0,21.1,1,0,0,0.2,0.2,0.06,-0.2,-0.2,20,2.11,8,7,1,0,3,1,0,0.0,0,0,0,0,0,0,132,213,62.0,2268,697,75,92,81.5,32,54,59.3,17,42,40.5,0,1.2,-1.2,11,7,3,3,4,63,10,22,31.3,66.7,0.8,4.5,1.6,0.9,13.9,1.1,32
2258,Nélson Semedo,DF,Premier League,27.0,23.7,59,40,40,15,4,26,48,54.2,22,379,108,28.5,182,130,67,43,4,0,39,43,102,57,0,0,19,4,21.1,0.8,0.17,0.0,0.0,20.3,0,0,0,1.4,1.4,0.07,-1.4,-1.4,37,1.56,29,0,4,2,2,0,1,0.04,1,0,0,0,0,0,908,1152,78.8,13728,4999,519,576,90.1,323,391,82.6,48,129,37.2,1,1.2,-0.2,16,51,10,2,72,177,20,32,38.5,67.8,1.7,4.6,1.8,1.8,38.3,0.8,52
2259,Lion Semić,DF,Bundesliga,17.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0
2260,Stefano Sensi,MF,Serie A,25.0,8.4,21,13,11,7,3,8,20,40.0,12,178,45,25.3,51,85,42,7,1,0,6,9,30,2,0,1,10,4,40.0,1.19,0.48,0.1,0.25,22.1,0,0,0,1.0,1.0,0.1,0.0,0.0,16,1.91,14,0,0,2,0,0,2,0.24,1,0,0,1,0,0,317,385,82.3,5931,1157,127,149,85.2,141,158,89.2,42,58,72.4,0,0.8,-0.8,9,24,4,0,34,73,6,10,37.5,61.9,1.5,5.4,0.8,1.1,37.7,0.7,16
2261,Stefano Sensi,MF,Serie A,25.0,1.9,4,4,1,3,0,2,4,50.0,2,28,6,21.4,8,11,9,2,0,0,2,1,5,0,0,0,3,0,0.0,1.62,0.0,0.0,0.0,11.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3,8,4.31,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,106,124,85.5,1791,310,65,72,90.3,30,37,81.1,11,13,84.6,0,0.3,-0.3,4,8,1,1,5,19,2,2,50.0,100.0,2.1,3.2,1.1,0.5,55.8,1.1,4
2262,Suat Serdar,MFFW,Bundesliga,24.0,24.6,71,42,31,33,7,15,47,31.9,32,486,132,27.2,130,262,94,44,3,0,41,40,111,11,0,3,33,10,30.3,1.34,0.41,0.09,0.3,17.2,0,0,0,2.4,2.4,0.07,0.6,0.6,48,1.95,31,0,5,2,7,3,2,0.08,2,0,0,0,0,0,428,590,72.5,8078,2321,189,235,80.4,160,205,78.0,66,106,62.3,0,1.5,-1.5,21,46,19,1,61,171,24,26,48.0,59.2,1.7,5.4,1.8,1.6,17.4,1.0,50
2263,Laurens Serpe,DF,Serie A,20.0,0.5,1,0,1,0,0,1,1,100.0,0,8,2,25.0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,27,32,84.4,538,100,8,8,100.0,16,16,100.0,3,6,50.0,0,0.0,0.0,0,3,0,0,2,1,0,1,0.0,0.0,0.0,4.0,0.0,0.0,54.0,0.0,1
2264,Janni Serra,FW,Bundesliga,23.0,12.4,6,4,2,1,3,2,8,25.0,6,269,87,32.3,19,108,142,11,2,0,9,8,14,21,0,3,24,10,41.7,1.93,0.81,0.13,0.3,13.1,0,0,0,3.0,3.0,0.13,0.0,0.0,23,1.85,17,0,1,2,2,1,3,0.24,1,0,1,1,0,0,197,294,67.0,2843,636,115,150,76.7,49,83,59.0,15,21,71.4,2,0.9,1.1,13,20,7,0,23,67,64,103,38.3,66.7,0.3,7.0,0.9,0.6,15.9,5.2,167
2265,Javier Serrano,MF,La Liga,18.0,0.8,2,1,1,1,0,0,3,0.0,3,28,8,28.6,8,20,0,0,0,0,0,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.32,1,0,0,0,0,0,1,1.32,1,0,0,0,0,0,35,45,77.8,543,93,19,24,79.2,12,16,75.0,2,2,100.0,0,0.0,0.0,0,0,1,0,3,8,4,2,66.7,50.0,1.2,10.0,0.0,0.0,43.8,5.0,6
2266,Nicolás Serrano,MF,La Liga,18.0,3.5,9,7,2,5,2,4,10,40.0,6,98,22,22.4,19,49,30,10,1,0,9,6,15,1,0,1,9,5,55.6,2.56,1.42,0.11,0.2,25.3,0,0,0,0.5,0.5,0.06,0.5,0.5,4,1.14,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,89,128,69.5,1371,409,48,55,87.3,32,39,82.1,6,24,25.0,0,0.1,-0.1,3,10,3,2,8,32,1,7,12.5,77.8,2.0,6.3,2.9,1.7,25.4,0.3,8
2267,Zidan Sertdemir,MFFW,Bundesliga,16.0,0.2,2,0,2,0,0,1,1,100.0,0,6,0,0.0,3,1,2,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,5.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,5,7,71.4,115,45,2,2,100.0,2,2,100.0,1,3,33.3,0,0.0,0.0,1,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0
2268,Ryan Sessegnon,DF,Premier League,21.0,11.6,27,14,13,9,5,12,26,46.2,14,230,57,24.8,100,74,56,30,3,0,27,19,46,22,0,0,6,1,16.7,0.52,0.09,0.0,0.0,13.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,21,1.81,19,1,1,0,0,0,4,0.34,4,0,0,0,0,0,315,424,74.3,5397,1473,157,186,84.4,123,158,77.8,33,57,57.9,2,2.9,-0.9,15,12,15,6,35,61,13,15,46.4,51.9,1.2,4.9,2.6,1.6,27.2,1.1,28
2269,Nils Seufert,MF,Bundesliga,24.0,1.1,2,2,1,1,0,1,1,100.0,0,21,4,19.0,9,9,3,3,1,0,2,1,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,22,29,75.9,340,86,14,18,77.8,7,8,87.5,1,3,33.3,0,0.0,0.0,0,3,0,0,2,7,0,0,0.0,100.0,1.8,3.6,2.7,0.9,20.0,0.0,0
2270,Salva Sevilla,MF,La Liga,37.0,16.7,19,14,7,11,1,5,18,27.8,13,176,58,33.0,72,81,23,22,8,1,14,21,40,14,0,5,22,4,18.2,1.31,0.24,0.05,0.25,25.9,7,4,4,4.6,1.5,0.07,0.4,-0.5,48,2.87,29,15,2,1,1,0,5,0.3,2,2,0,0,1,0,798,988,80.8,15605,5234,342,386,88.6,304,345,88.1,140,228,61.4,3,2.8,0.2,26,86,24,0,103,174,6,6,50.0,73.7,0.8,3.5,1.3,1.3,47.8,0.4,12
2271,Stephan El Shaarawy,DFFW,Serie A,28.0,11.7,17,8,4,13,0,5,7,71.4,2,155,42,27.1,43,63,49,17,3,0,14,16,33,7,0,3,39,13,33.3,3.33,1.11,0.08,0.23,18.2,1,0,0,3.0,3.0,0.08,0.0,0.0,43,3.67,37,0,2,3,1,0,0,0.0,0,0,0,0,0,0,487,586,83.1,8857,2380,226,258,87.6,207,239,86.6,51,71,71.8,0,2.4,-2.4,31,23,30,5,58,102,14,16,46.7,47.1,0.7,3.6,1.5,1.4,41.6,1.2,30
2272,Jamie Shackleton,DFMF,Premier League,21.0,7.9,26,18,17,7,2,9,21,42.9,12,115,39,33.9,52,49,14,16,7,1,9,10,36,9,2,0,4,1,25.0,0.51,0.13,0.0,0.0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,8,1.02,6,1,0,1,0,0,1,0.13,0,0,0,1,0,0,352,409,86.1,5743,1663,173,189,91.5,146,166,88.0,26,32,81.3,0,0.0,0.0,2,20,3,0,18,68,6,13,31.6,69.2,2.3,4.9,2.0,1.3,44.6,0.8,19
2273,Xherdan Shaqiri,FWMF,Ligue 1,29.0,7.5,7,4,0,5,2,2,10,20.0,8,67,22,32.8,7,34,26,4,0,0,4,3,10,1,0,2,13,5,38.5,1.72,0.66,0.15,0.4,20.4,3,0,0,0.6,0.6,0.05,1.4,1.4,26,3.45,19,4,0,2,1,0,3,0.4,2,1,0,0,0,0,265,346,76.6,4762,1488,142,159,89.3,70,85,82.4,45,83,54.2,3,2.4,0.6,16,23,18,2,39,42,1,2,33.3,57.1,0.5,2.9,0.5,0.4,35.3,0.1,3
2274,Luke Shaw,DF,Premier League,26.0,17.8,22,13,9,10,3,12,24,50.0,12,190,55,28.9,83,72,35,40,11,0,29,15,37,22,0,0,6,1,16.7,0.34,0.06,0.0,0.0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,64,3.6,41,21,0,0,0,2,6,0.34,5,1,0,0,0,0,938,1172,80.0,15632,6022,497,547,90.9,333,396,84.1,92,180,51.1,3,3.2,-0.2,39,62,17,6,78,145,22,20,52.4,59.1,0.7,3.1,2.2,0.8,52.7,1.2,42
2275,Jonjo Shelvey,MF,Premier League,29.0,22.0,28,14,12,14,2,10,32,31.3,22,287,70,24.4,105,152,30,28,7,0,21,35,63,33,2,2,29,14,48.3,1.32,0.64,0.07,0.14,26.3,6,0,0,0.9,0.9,0.03,1.1,1.1,42,1.91,30,8,1,0,0,3,2,0.09,1,0,0,0,0,1,733,914,80.2,17739,5353,217,239,90.8,299,350,85.4,206,305,67.5,1,0.8,0.2,16,95,10,0,70,213,13,14,48.1,50.0,0.6,3.2,1.3,1.6,33.3,0.6,27
2276,Aimar Sher,MF,Serie A,18.0,0.5,2,1,1,1,0,0,1,0.0,1,13,9,69.2,5,8,0,2,0,0,2,1,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18,19,94.7,318,100,9,9,100.0,6,6,100.0,2,2,100.0,0,0.0,0.0,0,1,1,0,3,8,3,1,75.0,50.0,2.0,18.0,4.0,2.0,36.0,6.0,4
2277,Eldor Shomurodov,FWMF,Serie A,26.0,8.7,7,5,0,5,2,0,9,0.0,9,192,42,21.9,33,89,70,6,0,0,6,6,13,4,0,3,31,11,35.5,3.56,1.26,0.1,0.27,12.1,0,0,0,4.0,4.0,0.13,-1.0,-1.0,31,3.56,30,0,1,0,0,0,6,0.69,5,0,1,0,0,0,159,232,68.5,2317,645,95,129,73.6,43,61,70.5,12,19,63.2,4,2.2,1.8,17,12,8,3,12,44,28,40,41.2,71.4,0.6,4.8,0.7,0.7,18.3,3.2,68
2278,Shola Shoretire,FW,Premier League,17.0,0.2,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,5,100.0,92,21,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1
2279,Mahame Siby,MFDF,Ligue 1,25.0,0.2,0,0,0,0,0,0,0,0.0,0,8,0,0.0,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,6,66.7,78,5,2,2,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0
2280,Aboubakar Sidibé,FW,Ligue 1,25.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,4,75.0,42,9,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
2281,Alassane Sidibe,FW,Serie A,19.0,0.1,0,0,0,0,0,0,0,0.0,0,5,2,40.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,66.7,24,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0
2282,Djibril Sidibé,DF,Ligue 1,29.0,10.5,26,15,14,10,2,7,23,30.4,16,137,41,29.9,42,63,32,13,1,0,12,25,51,20,0,0,4,1,25.0,0.38,0.09,0.0,0.0,22.5,1,0,0,0.2,0.2,0.04,-0.2,-0.2,14,1.33,12,0,0,1,1,0,1,0.09,1,0,0,0,0,0,596,751,79.4,11239,4212,265,295,89.8,258,303,85.1,70,134,52.2,0,0.9,-0.9,6,61,13,7,55,94,16,5,76.2,57.7,1.4,3.9,1.2,2.4,56.8,1.5,21
2283,Kaj Sierhuis,FW,Ligue 1,23.0,0.9,1,1,1,0,0,1,1,100.0,0,9,2,22.2,3,4,2,0,0,0,0,0,1,1,0,0,2,0,0.0,2.25,0.0,0.0,0.0,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,3.38,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,22,27,81.5,322,50,11,14,78.6,6,6,100.0,2,3,66.7,0,0.1,-0.1,1,1,1,0,1,3,0,3,0.0,100.0,1.1,2.2,0.0,0.0,24.4,0.0,3
2284,Francisco Sierralta,DF,Premier League,24.0,4.7,6,4,6,0,0,5,8,62.5,3,24,10,41.7,18,6,0,9,2,0,7,14,20,40,0,0,1,1,100.0,0.21,0.21,0.0,0.0,9.0,0,0,0,0.0,0.0,0.05,0.0,0.0,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,143,169,84.6,3478,939,20,22,90.9,84,89,94.4,36,54,66.7,0,0.0,0.0,0,3,0,0,3,33,18,4,81.8,66.7,0.9,2.1,1.9,3.0,30.4,3.8,22
2285,Arnór Sigurðsson,MFFW,Serie A,22.0,2.0,1,0,0,1,0,1,3,33.3,2,37,12,32.4,7,18,12,4,0,0,4,1,2,0,0,0,1,0,0.0,0.49,0.0,0.0,0.0,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,4,1.97,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,39,50,78.0,517,129,24,30,80.0,13,14,92.9,1,4,25.0,0,0.0,0.0,2,2,1,0,7,14,0,6,0.0,0.0,0.0,6.0,2.0,0.5,19.5,0.0,6
